,ID,CustomerID,ReceivedAt,DeviceReportedTime,Facility,Priority,FromHost,Message,NTSeverity,Importance,EventSource,EventUser,EventCategory,EventID,EventBinaryData,MaxAvailable,CurrUsage,MinUsage,MaxUsage,InfoUnitID,SysLogTag,EventLogType,GenericFileName,SystemID
0,358104,,2021-02-05 14:53:25,2021-02-05 14:44:29,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[35]:,,,
1,358131,,2021-02-05 14:53:58,2021-02-05 14:45:02,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[36]:,,,
2,358176,,2021-02-05 14:55:13,2021-02-05 14:46:17,20,6,nongwang_zubo,"Last message repeated 9 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[37]:,,,
3,358177,,2021-02-05 14:55:13,2021-02-05 14:46:17,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=170 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[38]:,,,
4,358178,,2021-02-05 14:55:13,2021-02-05 14:46:17,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=170 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[39]:,,,
5,358205,,2021-02-05 14:55:51,2021-02-05 14:46:55,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[40]:,,,
6,358249,,2021-02-05 14:57:23,2021-02-05 14:48:27,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[41]:,,,
7,358319,,2021-02-05 14:59:24,2021-02-05 14:50:28,20,6,nongwang_zubo,"Last message repeated 9 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[42]:,,,
8,358381,,2021-02-05 15:00:14,2021-02-05 14:51:18,20,6,nongwang_zubo,"Last message repeated 7 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[43]:,,,
9,358382,,2021-02-05 15:00:14,2021-02-05 14:51:18,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[44]:,,,
10,358383,,2021-02-05 15:00:14,2021-02-05 14:51:18,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[45]:,,,
11,358419,,2021-02-05 15:00:50,2021-02-05 14:51:54,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[46]:,,,
12,358423,,2021-02-05 15:00:57,2021-02-05 14:52:01,20,6,nongwang_zubo,"Last message repeated 3 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[47]:,,,
13,358424,,2021-02-05 15:00:57,2021-02-05 14:52:01,20,5,nongwang_zubo,[USER_INFO_AUTHENTICATION]DEVICEMAC:18-3d-5e-df-b0-70;DEVICENAME:nongwang_zubo;USER:admin;MAC:ff-ff-ff-ff-ff-ff;IPADDRESS:10.10.101.9;TIME:1612536721;ZONE:UTC-0000;DAYLIGHT:false;ERRCODE:132;RESULT:Authentication fail;CIB ID:5;ACCESS TYPE:Telnet;,,,,,,,,,,,,1,%%01CM/5/USER_ACCESSRESULT(s)[48]:,,,
14,358425,,2021-02-05 15:00:57,2021-02-05 14:52:01,20,4,nongwang_zubo,"Failed to login. (Ip=10.10.101.9, UserName=admin, Times=1, AccessType=TELNET, VpnName=)",,,,,,,,,,,,1,%%01SHELL/4/LOGINFAILED(s)[49]:,,,
15,358426,,2021-02-05 15:00:57,2021-02-05 14:52:01,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[50]:,,,
16,358433,,2021-02-05 15:01:05,2021-02-05 14:52:09,20,5,nongwang_zubo,[USER_INFO_AUTHENTICATION]DEVICEMAC:18-3d-5e-df-b0-70;DEVICENAME:nongwang_zubo;USER:admin;MAC:ff-ff-ff-ff-ff-ff;IPADDRESS:10.10.101.9;TIME:1612536729;ZONE:UTC-0000;DAYLIGHT:false;ERRCODE:0;RESULT:success;CIB ID:6;ACCESS TYPE:Telnet;,,,,,,,,,,,,1,%%01CM/5/USER_ACCESSRESULT(s)[51]:,,,
17,358434,,2021-02-05 15:01:05,2021-02-05 14:52:09,20,5,nongwang_zubo,"The user succeeded in logging in to VTY0. (UserType=Telnet, UserName=admin, AuthenticationMethod=""Local-user"", Ip=10.10.101.9, VpnName=)",,,,,,,,,,,,1,%%01SHELL/5/LOGIN(s)[52]:,,,
18,358438,,2021-02-05 15:01:20,2021-02-05 14:52:25,20,6,nongwang_zubo,"Recorded display command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""display ntp-service status"")",,,,,,,,,,,,1,%%01SHELL/6/DISPLAY_CMDRECORD(s)[53]:,,,
19,358460,,2021-02-05 15:01:52,2021-02-05 14:52:56,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[54]:,,,
20,358466,,2021-02-05 15:02:17,2021-02-05 14:53:21,20,6,nongwang_zubo,"Last message repeated 3 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[55]:,,,
21,358467,,2021-02-05 15:02:17,2021-02-05 14:53:21,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""system-view"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[56]:,,,
22,358468,,2021-02-05 15:02:18,2021-02-05 14:53:22,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""undo ntp-service server disable"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[57]:,,,
23,358469,,2021-02-05 15:02:19,2021-02-05 14:53:23,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""ntp-service unicast-peer 10.66.66.67"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[58]:,,,
24,358470,,2021-02-05 15:02:20,2021-02-05 14:53:24,20,4,nongwang_zubo,"OID 1.3.6.1.4.1.2011.5.25.191.3.1 configurations have been changed. The current change number is 20, the change loop count is 0, and the maximum number of records is 4095.",,,,,,,,,,,,1,DS/4/DATASYNC_CFGCHANGE:,,,
25,358471,,2021-02-05 15:02:20,2021-02-05 14:53:24,20,4,nongwang_zubo,The peer selected by the system is 10.66.66.67.,,,,,,,,,,,,1,%%01NTP/4/PEER_SELE(l)[59]:,,,
26,358472,,2021-02-05 15:02:20,2021-02-05 07:11:58,20,6,nongwang_zubo,"Auto port-defend stop.(SourceAttackInterface=XGigabitEthernet0/0/2, AttackProtocol=ARP-REQUEST, ExceededPacketCountInSlot=23583988)",,,,,,,,,,,,1,%%01SECE/6/PORT_ATTACK_END(l)[60]:,,,
27,358473,,2021-02-05 15:02:20,2021-02-05 07:11:58,20,4,nongwang_zubo,System leap changes from 3 to 0 after clock update.,,,,,,,,,,,,1,%%01NTP/4/LEAP_CHANGE(l)[61]:,,,
28,358474,,2021-02-05 15:02:20,2021-02-05 07:11:58,20,4,nongwang_zubo,System stratum changes from 16 to 13. (SourceAddress=10.66.66.67),,,,,,,,,,,,1,%%01NTP/4/STRATUM_CHANGE(l)[62]:,,,
29,358476,,2021-02-05 15:02:22,2021-02-05 07:12:00,20,3,nongwang_zubo,"OID 1.3.6.1.4.1.2011.5.25.129.2.17.1 Optical module power is abnormal. (EntityPhysicalIndex=67436686, BaseTrapSeverity=5, BaseTrapProbableCause=67697, BaseTrapEventType=9, EntPhysicalContainedIn=0, EntPhysicalName=""GigabitEthernet0/0/2"", RelativeResource=""Interface GigabitEthernet0/0/2 optical module Rx Power"", ReasonDescription=""Rx power is too low. The detail information is as follows: The current Rx power is -30.46dBM; Set lower threshold is -30.00dBM; Default lower threshold is -30.00dBM"")",,,,,,,,,,,,1,SRM/3/OPTPWRABNORMAL:,,,
30,358477,,2021-02-05 15:02:22,2021-02-05 07:12:00,20,3,nongwang_zubo,"Optical module in interface GigabitEthernet0/0/2 exception, Rx power is too low.",,,,,,,,,,,,1,%%01SRM/3/RXPOWER_EXCEEDMINOR(l)[63]:,,,
31,358478,,2021-02-05 15:02:24,2021-02-05 07:12:01,20,4,nongwang_zubo,"Auto port-defend started.(SourceAttackInterface=XGigabitEthernet0/0/2, AttackProtocol=ARP-REQUEST)",,,,,,,,,,,,1,%%01SECE/4/PORT_ATTACK_OCCUR(l)[64]:,,,
32,358479,,2021-02-05 15:02:24,2021-02-05 07:12:02,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=195 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[65]:,,,
33,358480,,2021-02-05 15:02:24,2021-02-05 07:12:02,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=195 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[66]:,,,
34,358500,,2021-02-05 15:02:57,2021-02-05 07:12:35,20,6,nongwang_zubo,"Recorded display command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""display ntp-service status"")",,,,,,,,,,,,1,%%01SHELL/6/DISPLAY_CMDRECORD(s)[67]:,,,
35,358502,,2021-02-05 15:02:57,2021-02-05 07:12:35,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[68]:,,,
36,358511,,2021-02-05 15:03:04,2021-02-05 07:12:42,20,6,nongwang_zubo,"Last message repeated 4 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[69]:,,,
37,358512,,2021-02-05 15:03:04,2021-02-05 07:12:42,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""quit"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[70]:,,,
38,358513,,2021-02-05 15:03:05,2021-02-05 07:12:43,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""save"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[71]:,,,
39,358514,,2021-02-05 15:03:07,2021-02-05 07:12:45,20,6,nongwang_zubo,"Record command information. (Task=VT0, IP=10.10.101.9, VpnName=, User=admin, Command=""save"", PromptInfo=""The current configuration will be written to flash:/vrpcfg.zip.Are you sure to continue?[Y/N]"", UserInput=Y)",,,,,,,,,,,,1,%%01SHELL/6/CMDCONFIRM_UNIFORMRECORD(s)[72]:,,,
40,358515,,2021-02-05 15:03:07,2021-02-05 07:12:45,20,4,nongwang_zubo,The user chose Y when deciding whether to save the configuration to the device.,,,,,,,,,,,,1,%%01CFM/4/SAVE(s)[73]:,,,
41,358521,,2021-02-05 15:03:12,2021-02-05 07:12:50,20,5,nongwang_zubo,"OID 1.3.6.1.4.1.2011.6.10.2.1 configure changed. (EventIndex=5, CommandSource=1, ConfigSource=2, ConfigDestination=4)",,,,,,,,,,,,1,%%01HWCM/5/TRAPLOG(s)[74]:,,,
42,358525,,2021-02-05 15:03:32,2021-02-05 07:13:10,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=10.10.101.9, VpnName=, User=admin, AuthenticationMethod=""Local-user"", Command=""quit"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[75]:,,,
43,358526,,2021-02-05 15:03:32,2021-02-05 07:13:10,20,5,nongwang_zubo,"The user succeeded in logging out of VTY0. (UserType=Telnet, UserName=admin, Ip=10.10.101.9, VpnName=)",,,,,,,,,,,,1,%%01SHELL/5/LOGOUT(s)[76]:,,,
44,358527,,2021-02-05 15:03:32,2021-02-05 07:13:10,20,5,nongwang_zubo,"Recorded command information. (Task=VT0, Ip=**, VpnName=, User=**, AuthenticationMethod=""Null"", Command=""undo debugging all"")",,,,,,,,,,,,1,%%01SHELL/5/CMDRECORD(s)[77]:,,,
45,358528,,2021-02-05 15:03:32,2021-02-05 07:13:10,20,5,nongwang_zubo,[USER_INFO_OFFLINE]DEVICEMAC:18-3d-5e-df-b0-70;DEVICENAME:nongwang_zubo;USER:admin;MAC:ff-ff-ff-ff-ff-ff;IPADDRESS:10.10.101.9;TIME:1612509190;ZONE:UTC-0000;DAYLIGHT:false;ERRCODE:19;RESULT:User request to offline;EXTENDINFO:NULL;CIB ID:6;ACCESS TYPE:Telnet;,,,,,,,,,,,,1,%%01CM/5/USER_OFFLINERESULT(s)[78]:,,,
46,358550,,2021-02-05 15:04:00,2021-02-05 07:13:38,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[79]:,,,
47,358573,,2021-02-05 15:04:52,2021-02-05 07:14:30,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[80]:,,,
48,358665,,2021-02-05 15:07:20,2021-02-05 07:16:58,20,6,nongwang_zubo,"Last message repeated 12 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[81]:,,,
49,358669,,2021-02-05 15:07:24,2021-02-05 07:17:02,20,6,nongwang_zubo,"Last message repeated 2 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[82]:,,,
50,358670,,2021-02-05 15:07:24,2021-02-05 07:17:02,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[83]:,,,
51,358671,,2021-02-05 15:07:24,2021-02-05 07:17:02,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[84]:,,,
52,358695,,2021-02-05 15:08:19,2021-02-05 07:17:57,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[85]:,,,
53,358730,,2021-02-05 15:08:53,2021-02-05 07:18:30,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[86]:,,,
54,358816,,2021-02-05 15:10:54,2021-02-05 07:20:32,20,6,nongwang_zubo,"Last message repeated 10 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[87]:,,,
55,358870,,2021-02-05 15:12:23,2021-02-05 07:22:01,20,3,nongwang_zubo,"OID 1.3.6.1.4.1.2011.5.25.129.2.17.1 Optical module power is abnormal. (EntityPhysicalIndex=67436686, BaseTrapSeverity=5, BaseTrapProbableCause=67697, BaseTrapEventType=9, EntPhysicalContainedIn=0, EntPhysicalName=""GigabitEthernet0/0/2"", RelativeResource=""Interface GigabitEthernet0/0/2 optical module Rx Power"", ReasonDescription=""Rx power is too low. The detail information is as follows: The current Rx power is -30.00dBM; Set lower threshold is -30.00dBM; Default lower threshold is -30.00dBM"")",,,,,,,,,,,,1,SRM/3/OPTPWRABNORMAL:,,,
56,358871,,2021-02-05 15:12:23,2021-02-05 07:22:01,20,6,nongwang_zubo,"Last message repeated 9 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[88]:,,,
57,358872,,2021-02-05 15:12:23,2021-02-05 07:22:01,20,3,nongwang_zubo,"Optical module in interface GigabitEthernet0/0/2 exception, Rx power is too low.",,,,,,,,,,,,1,%%01SRM/3/RXPOWER_EXCEEDMINOR(l)[89]:,,,
58,358876,,2021-02-05 15:12:25,2021-02-05 07:22:03,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[90]:,,,
59,358877,,2021-02-05 15:12:25,2021-02-05 07:22:03,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[91]:,,,
60,358921,,2021-02-05 15:13:55,2021-02-05 07:23:33,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[92]:,,,
61,358992,,2021-02-05 15:15:07,2021-02-05 07:24:44,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[93]:,,,
62,359066,,2021-02-05 15:17:26,2021-02-05 07:27:03,20,6,nongwang_zubo,"Last message repeated 14 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[94]:,,,
63,359067,,2021-02-05 15:17:26,2021-02-05 07:27:03,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=355 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[95]:,,,
64,359068,,2021-02-05 15:17:26,2021-02-05 07:27:03,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=355 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[96]:,,,
65,359078,,2021-02-05 15:17:57,2021-02-05 07:27:35,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[97]:,,,
66,359128,,2021-02-05 15:19:16,2021-02-05 07:28:54,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[98]:,,,
67,359220,,2021-02-05 15:21:26,2021-02-05 07:31:04,20,6,nongwang_zubo,"Last message repeated 13 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[99]:,,,
68,359253,,2021-02-05 15:22:24,2021-02-05 07:32:02,20,3,nongwang_zubo,"OID 1.3.6.1.4.1.2011.5.25.129.2.17.1 Optical module power is abnormal. (EntityPhysicalIndex=67436686, BaseTrapSeverity=5, BaseTrapProbableCause=67697, BaseTrapEventType=9, EntPhysicalContainedIn=0, EntPhysicalName=""GigabitEthernet0/0/2"", RelativeResource=""Interface GigabitEthernet0/0/2 optical module Rx Power"", ReasonDescription=""Rx power is too low. The detail information is as follows: The current Rx power is -30.46dBM; Set lower threshold is -30.00dBM; Default lower threshold is -30.00dBM"")",,,,,,,,,,,,1,SRM/3/OPTPWRABNORMAL:,,,
69,359254,,2021-02-05 15:22:24,2021-02-05 07:32:02,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[100]:,,,
70,359255,,2021-02-05 15:22:24,2021-02-05 07:32:02,20,3,nongwang_zubo,"Optical module in interface GigabitEthernet0/0/2 exception, Rx power is too low.",,,,,,,,,,,,1,%%01SRM/3/RXPOWER_EXCEEDMINOR(l)[101]:,,,
71,359257,,2021-02-05 15:22:26,2021-02-05 07:32:04,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[102]:,,,
72,359258,,2021-02-05 15:22:26,2021-02-05 07:32:04,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=185 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[103]:,,,
73,359271,,2021-02-05 15:22:55,2021-02-05 07:32:33,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[104]:,,,
74,359309,,2021-02-05 15:24:09,2021-02-05 07:33:47,20,6,nongwang_zubo,"Last message repeated 5 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[105]:,,,
75,359431,,2021-02-05 15:26:58,2021-02-05 07:36:36,20,6,nongwang_zubo,"Last message repeated 15 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[106]:,,,
76,359452,,2021-02-05 15:27:28,2021-02-05 07:37:06,20,6,nongwang_zubo,"Last message repeated 4 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[107]:,,,
77,359453,,2021-02-05 15:27:28,2021-02-05 07:37:06,20,4,nongwang_zubo,"User attack occurred.(Slot=MPU, SourceAttackInterface=XGigabitEthernet0/0/2, OuterVlan/InnerVlan=50/0, UserMacAddress=3cef-8c33-9501, AttackProtocol=ARP AttackPackets=360 packets per second)",,,,,,,,,,,,1,%%01SECE/4/USER_ATTACK(l)[108]:,,,
78,359454,,2021-02-05 15:27:28,2021-02-05 07:37:06,20,4,nongwang_zubo,"The specified source IP address attack occurred.(Slot=MPU, SourceAttackIP=172.24.132.254, AttackProtocol=ARP, AttackPackets=360 packets per second)",,,,,,,,,,,,1,%%01SECE/4/SPECIFY_SIP_ATTACK(l)[109]:,,,
79,359467,,2021-02-05 15:28:02,2021-02-05 07:37:40,20,6,nongwang_zubo,"MSTP received BPDU with TC, MSTP process 0 instance 0, port name is XGigabitEthernet0/0/1.",,,,,,,,,,,,1,%%01MSTP/6/RECEIVE_MSTITC(l)[110]:,,,
80,359486,,2021-02-05 15:28:35,2021-02-05 07:38:13,20,6,nongwang_zubo,"Last message repeated 3 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[111]:,,,
81,359588,,2021-02-05 15:31:24,2021-02-05 07:41:01,20,6,nongwang_zubo,"Last message repeated 7 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[112]:,,,
82,359628,,2021-02-05 15:32:25,2021-02-05 07:42:03,20,3,nongwang_zubo,"OID 1.3.6.1.4.1.2011.5.25.129.2.17.1 Optical module power is abnormal. (EntityPhysicalIndex=67436686, BaseTrapSeverity=5, BaseTrapProbableCause=67697, BaseTrapEventType=9, EntPhysicalContainedIn=0, EntPhysicalName=""GigabitEthernet0/0/2"", RelativeResource=""Interface GigabitEthernet0/0/2 optical module Rx Power"", ReasonDescription=""Rx power is too low. The detail information is as follows: The current Rx power is -30.46dBM; Set lower threshold is -30.00dBM; Default lower threshold is -30.00dBM"")",,,,,,,,,,,,1,SRM/3/OPTPWRABNORMAL:,,,
83,359629,,2021-02-05 15:32:26,2021-02-05 07:42:03,20,6,nongwang_zubo,"Last message repeated 6 times.(InfoID=1092489232, ModuleName=MSTP, InfoAlias=RECEIVE_MSTITC)",,,,,,,,,,,,1,%%01INFO/6/SUPPRESS_LOG(l)[113]:,,,
84,359630,,2021-02-05 15:32:26,2021-02-05 07:42:03,20,3,nongwang_zubo,"Optical module in interface GigabitEthernet0/0/2 exception, Rx power is too low.",,,,,,,,,,,,1,%%01SRM/3/RXPOWER_EXCEEDMINOR(l)[114]:,,,
